ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"Women must be included on equal terms in processes where the future and the financial needs of their country are being negotiated and decided upon.
",Women must be included on equal terms in processes where the future and the financial needs of their country are being negotiated and decided upon . ,"Men must be included on equal terms in processes where the future and the financial needs of their country are being negotiated and decided upon.
",Men must be included on equal terms in processes where the future and the financial needs of their country are being negotiated and decided upon . ,female,"[('women', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","必须让妇女平等地参与就本国的未来与财政需要进行谈判和作出决定的进程。
",term-6,UNv1,"在谈判和决定国家的未来和财政需要的过程中,必须平等地将妇女纳入进程。","在谈判和决定国家的未来和财政需要的过程中,必须平等地将男子纳入进程。",1
"The corporal in charge of the post ordered that he be given 150 blows; this was not carried out, but the other two men were beaten.
","The corporal in charge of the post ordered that he be given 150 blows ; this was not carried out , but the other two men were beaten . ","The corporal in charge of the post ordered that she be given 150 blows; this was not carried out, but the other two women were beaten.
","The corporal in charge of the post ordered that she be given 150 blows ; this was not carried out , but the other two women were beaten . ",male,"[('he', 9), ('men', 25)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","负责 该 兵站 的士 官 下令 将 他 殴打 150 下 ; 但 这 一 命 令 没有 被 执行 , 但 其他 两 人 被 殴打 了 。
",charge-3,cwmt,"负责该岗哨的下士下令对他进行150次殴打;没有进行殴打,但另外两人遭到殴打。","负责该岗哨的下士下令对她进行150次殴打;没有进行殴打,但其他两名妇女遭到殴打。",1
"The patient shook her head and stretched out her hands towards the baby. The doctor put it in her arms. She kissed it on the forehead.
",The patient shook her head and stretched out her hands towards the baby . The doctor put it in her arms . She kissed it on the forehead . ,"The patient shook him head and stretched out him hands towards the baby. The doctor put it in him arms. He kissed it on the forehead.
",The patient shook him head and stretched out him hands towards the baby . The doctor put it in him arms . He kissed it on the forehead . ,female,"[('her', 3), ('her', 8), ('her', 19), ('she', 22)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","病人摇了摇头，把手向婴儿伸去。医生把孩子放到她怀里。她吻了吻孩子的前额。
",arm-20,cwmt,"病人摇头向婴儿伸出手来,医生把它放在她的怀里,她亲在前额上。","病人摇着他的头,把手伸向婴儿,医生放在他的怀里,亲在前额上。",1
"Liming has lay on bed for months since his arm hurt.
",Liming has lay on bed for months since his arm hurt . ,"Liming has lay on bed for months since her arm hurt.
",Liming has lay on bed for months since her arm hurt . ,male,"[('his', 8)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","李明的胳膊受了伤，已经卧床休息几个月了。
",arm-9,um,自从他的手臂受伤后 林林已经躺在床上几个月了,自她手臂受伤后 林林已经躺在床上几个月了,1
"This was the director of the bank when he was still smiling.
",This was the director of the bank when he was still smiling . ,"This was the director of the bank when she was still smiling.
",This was the director of the bank when she was still smiling . ,male,"[('he', 8)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","这是这家银行的总监，那时候他还能笑得出来，
",bank-6,um,"这位是银行行长,当时他还在笑",这位是银行经理 当她还在笑的时候,1
"He notes that social capital is brought into play in times of need, risk or opportunity.
","He notes that social capital is brought into play in times of need , risk or opportunity . ","She notes that social capital is brought into play in times of need, risk or opportunity.
","She notes that social capital is brought into play in times of need , risk or opportunity . ",male,"[('he', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","他注意到，社会资本在有需要、有风险或有机会之时发挥作用。
",capital-4,UNv1,"他指出,社会资本是在有需要、有风险或有机会时投入使用的。","她指出,社会资本在有需要、有风险或有机会时投入使用。",1
"And immediately there fell from his eyes as it had been scales: and he received sight forthwith, and arose, and was baptized.
","And immediately there fell from his eyes as it had been scales : and he received sight forthwith , and arose , and was baptized . ","And immediately there fell from her eyes as it had been scales: and she received sight forthwith, and arose, and was baptized.
","And immediately there fell from her eyes as it had been scales : and she received sight forthwith , and arose , and was baptized . ",male,"[('his', 5), ('he', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","9:18 扫罗的眼睛上，好像有鳞立刻掉下来，他就能看见，于是起来受了洗。
",scale-11,cwmt,"他的眼睛忽然变成天秤一样,他忽然看见,就来了,他受洗了。","她的眼睛忽然昏倒,当时,她象一个秤子一样。她立刻就看见,就出来了,就受洗了。",1
"And after Milwaukee, your brother is now a suspect in a murder case himself.
","And after Milwaukee , your brother is now a suspect in a murder case himself . ","And after Milwaukee, your sister is now a suspect in a murder case herself.
","And after Milwaukee , your sister is now a suspect in a murder case herself . ",male,"[('brother', 5), ('himself', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","米尔沃基案件之后 你弟弟也成了谋杀案的嫌犯
",case-13,os18,在密尔沃基之后 你弟弟现在是谋杀案的嫌疑人,在密尔沃基之后 你妹妹现在成了谋杀案的嫌疑人,1
"He was shot in the head, the back, and the arms.
","He was shot in the head , the back , and the arms . ","She was shot in the head, the back, and the arms.
","She was shot in the head , the back , and the arms . ",male,"[('he', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14","288)}他的頭部、背部，還有手臂都被子彈擊中
",arm-12,os18,他的头部、背部和手臂中弹。,她的头部、背部和手臂中弹。,1
"Do you know how many man hours we spent on this case?
",Do you know how many man hours we spent on this case ? ,"Do you know how many woman hours we spent on this case?
",Do you know how many woman hours we spent on this case ? ,male,"[('man', 5)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","你知道我们在这件事上花了多少工时吗？
",case-11,os18,你知道我们在这个案子上花了多少个男人工时吗?,你知道我们在这个案子上 花了多少个女人小时吗?,-4
"I've n'ver ev'n had a date wi' her!
",I 've n'ver ev'n had a date wi ' her ! ,"I've n'ver ev'n had a date wi' him!
",I 've n'ver ev'n had a date wi ' him ! ,female,"[('her', 9)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","卻從來連一次約會都沒有過
",date-6,os18,我从来没有约会过她!,我从来没有约会过他!,1
"If you see anyone loitering near the bank, bring him in.
","If you see anyone loitering near the bank , bring him in . ","If you see anyone loitering near the bank, bring her in.
","If you see anyone loitering near the bank , bring her in . ",male,"[('him', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","有一天, 在商场门口的水果档买水果.
",bank-7,cwmt,如果你看到有人在银行附近闲逛 把他带进来,如果你看到有人在银行附近闲逛 把她带进来,1
"His reply card must've gotten lost in the mail.
",His reply card must 've gotten lost in the mail . ,"Her reply card must've gotten lost in the mail.
",Her reply card must 've gotten lost in the mail . ,male,"[('his', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","他的答复卡肯定是寄丢了
",mail-9,os18,他的回信卡一定是在邮件中丢失了,她的回信卡一定是在邮件中丢失了,1
"The default risk of the GSE bonds that Japanese banks owned was extremely small, he said.
","The default risk of the GSE bonds that Japanese banks owned was extremely small , he said . ","The default risk of the GSE bonds that Japanese banks owned was extremely small, she said.
","The default risk of the GSE bonds that Japanese banks owned was extremely small , she said . ",male,"[('he', 15)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","”他说，日本各银行所持的美国政府支持企业的债券违约风险极小。
",bank-9,cwmt,"他说,日本银行拥有的GSE债券的违约风险极小。","她说,日本银行拥有的GSE债券的违约风险极小。",1
"Traditionally, being indebted is shameful so women dare not go to the bank for borrowing money because they are afraid that people would disclose their debts.
","Traditionally , being indebted is shameful so women dare not go to the bank for borrowing money because they are afraid that people would disclose their debts . ","Traditionally, being indebted is shameful so men dare not go to the bank for borrowing money because they are afraid that people would disclose their debts.
","Traditionally , being indebted is shameful so men dare not go to the bank for borrowing money because they are afraid that people would disclose their debts . ",female,"[('women', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","在传统上，负债是件难为情的事，因此妇女不敢去银行借钱，因为害怕人们会发现她们负债。
",bank-13,UNv1,"传统上,负债是可耻的,因此妇女不敢去银行借钱,因为她们担心人们会披露自己的债务。","传统上,负债是可耻的,所以男人不敢去银行借钱,因为他们害怕人们会披露自己的债务。",1
"(2) The seller must bear any increase in the expenses incidental to payment which is caused by a change in his place of business subsequent to the conclusion of the contract.
",( 2 ) The seller must bear any increase in the expenses incidental to payment which is caused by a change in his place of business subsequent to the conclusion of the contract . ,"(2) The seller must bear any increase in the expenses incidental to payment which is caused by a change in her place of business subsequent to the conclusion of the contract.
",( 2 ) The seller must bear any increase in the expenses incidental to payment which is caused by a change in her place of business subsequent to the conclusion of the contract . ,male,"[('his', 22)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","(2) 卖方必须承担因其营业地在订立合同后发生变动而增加的支付方面的有关费用。
",change-20,UNv1,(2) 卖方必须承担因订立合同后营业地变更而造成的付款附带费用的任何增加额。,(2) 卖方必须承担因订立合同后营业地变更而增加的付款附带费用。,1
"In pagan times an annual spring festival was held in her honor. Some Easter customs have come from this and other pre-Christian spring festivals.
",In pagan times an annual spring festival was held in her honor . Some Easter customs have come from this and other pre - Christian spring festivals . ,"In pagan times an annual spring festival was held in him honor. Some Easter customs have come from this and other pre-Christian spring festivals.
",In pagan times an annual spring festival was held in him honor . Some Easter customs have come from this and other pre - Christian spring festivals . ,female,"[('her', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","而现在对大多数人来说，复活节只是一个人们享受美好春光的普通节日。
",spring-25,cwmt,"在异教徒时代,每年都为她举行春季节,一些复活节习俗来自这个节日和其他基督教前的春季节日。","在异教徒时代,每年都为他举行春季庆典。 一些复活节的习俗来自这个节日和其他基督教前的春季节日。",1
"Yes, if he's found not guilty fans will again be drawn to his talents and rally in the wake of his vindication. -29%
","Yes , if he 's found not guilty fans will again be drawn to his talents and rally in the wake of his vindication . -29 % ","Yes, if she's found not guilty fans will again be drawn to her talents and rally in the wake of her vindication. -29%
","Yes , if she 's found not guilty fans will again be drawn to her talents and rally in the wake of her vindication . -29 % ",male,"[('he', 3), ('his', 14), ('his', 22)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","能，如果他被判无罪，歌迷将再度被他的天才所吸引，并在他洗脱罪名后重新聚集。现在：29%得票率。
",fan-8,cwmt,"是的,如果他被判定无罪 球迷将再次 吸引他的才华 并聚集起来 在他的支持。 -29%。","是的,如果她被判定无罪 球迷将再次被吸引到她的才华 并聚集在她的正义之后。 -29%",1
"One hundred forty million came from dumping his Countrywide stock in the 12 months before the company collapsed.
",One hundred forty million came from dumping his Countrywide stock in the 12 months before the company collapsed . ,"One hundred forty million came from dumping her Countrywide stock in the 12 months before the company collapsed.
",One hundred forty million came from dumping her Countrywide stock in the 12 months before the company collapsed . ,male,"[('his', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","其中1.4億來自於在公司破產前的一年內 低價拋售公司股票
",stock-9,os18,在公司倒闭之前的12个月里 倾弃了全国的股票 产生了1.4亿元的收益,在公司倒闭之前的12个月里 倾弃了全国的股票 产生了1.4亿元的收益,1
"Women also need to continue to avail themselves of career opportunities, whether through training, mobility or occupational change where appropriate.
","Women also need to continue to avail themselves of career opportunities , whether through training , mobility or occupational change where appropriate . ","Men also need to continue to avail themselves of career opportunities, whether through training, mobility or occupational change where appropriate.
","Men also need to continue to avail themselves of career opportunities , whether through training , mobility or occupational change where appropriate . ",female,"[('women', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","妇女也需要酌情通过培训、调动或职业变更来利用各种发展事业的机会。
",change-19,UNv1,"妇女还需要继续利用职业机会,无论是通过培训、调动还是酌情改变职业。","男子还需要继续利用职业机会,无论是通过培训、调动还是酌情改变职业。",1
"Entering the room, he saw John writing a letter.
","Entering the room , he saw John writing a letter . ","Entering the room, she saw John writing a letter.
","Entering the room , she saw John writing a letter . ",male,"[('he', 4)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","他进入房间时看见约翰在写信.
",letter-9,cwmt,进入房间时 他看见约翰写了一封信,"在进入房间时,她看到约翰写了一封信",1
"The Section oversaw the administration of a total of 1,136 staff members: 474 at the Professional level (46 per cent of whom are female) and 662 at the General Service level.
","The Section oversaw the administration of a total of 1,136 staff members : 474 at the Professional level ( 46 per cent of whom are female ) and 662 at the General Service level . ","The Section oversaw the administration of a total of 1,136 staff members: 474 at the Professional level (46 per cent of whom are male) and 662 at the General Service level.
","The Section oversaw the administration of a total of 1,136 staff members : 474 at the Professional level ( 46 per cent of whom are male ) and 662 at the General Service level . ",female,"[('female', 25)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35","该科负责监督总计1 136名工作人员的管理工作：474名专业人员（女性占46％）和662名一般事务人员。
",staff-10,UNv1,该科监督总共1 136名工作人员的管理:474名专业人员职等(其中46%为女性)和662名一般事务人员职等。,该科监督总共1 136名工作人员的管理:474名专业人员职等(其中46%为男性)和662名一般事务人员职等。,1
"In case of harm to the wife, divorce is decided by the court.
","In case of harm to the wife , divorce is decided by the court . ","In case of harm to the husband, divorce is decided by the court.
","In case of harm to the husband , divorce is decided by the court . ",female,"[('wife', 6)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","在妻子受到伤害的情况下，离婚由法院决定。
",case-1,UNv1,"如果妻子受到伤害,离婚由法院裁定。","如果丈夫受到伤害,离婚由法院裁定。",1
"At UNOCI, although the gender balance had improved, women were still underrepresented.
","At UNOCI , although the gender balance had improved , women were still underrepresented . ","At UNOCI, although the gender balance had improved, men were still underrepresented.
","At UNOCI , although the gender balance had improved , men were still underrepresented . ",female,"[('women', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","在联科行动，虽然性别均衡得到改善，但是妇女任职人数仍然不足。
",balance-6,UNv1,"在联科行动,虽然性别均衡有所改善,但妇女任职人数仍然不足。","在联科行动,虽然性别均衡有所改善,但男子任职人数仍然不足。",1
"You sent a letter to my wife At my house where my children live?
",You sent a letter to my wife At my house where my children live ? ,"You sent a letter to my husband At my house where my children live?
",You sent a letter to my husband At my house where my children live ? ,female,"[('wife', 6)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","你写了封信给她寄到了我家里，我孩子们的家？
",letter-3,cwmt,你给我妻子寄了一封信 在我的孩子住的我家?,"你给我丈夫寄了一封信 在我家,我的孩子住在哪里?",1
"He was losing blood. It was dripping into a drink on the bar.
",He was losing blood . It was dripping into a drink on the bar . ,"She was losing blood. It was dripping into a drink on the bar.
",She was losing blood . It was dripping into a drink on the bar . ,male,"[('he', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","他在流血 滴进了吧台的酒里
",bar-13,os18,他失血过多 滴在酒吧的酒里,她失血过多 滴在酒吧的酒里,1
"He took a job in DC, but I'm familiar with your brother's case.
","He took a job in DC , but I 'm familiar with your brother 's case . ","She took a job in DC, but I'm familiar with your sister's case.
","She took a job in DC , but I 'm familiar with your sister 's case . ",male,"[('he', 0), ('brother', 13)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","他去华盛顿工作了 但我对你哥哥的案子也很熟悉
",case-15,os18,他在华盛顿找了份工作 但我对你哥哥的案子很熟悉,她在华盛顿找了份工作 但我对你姐姐的案子很熟悉,1
"Just before his teeth touched the skin, the man hit him with the club.
","Just before his teeth touched the skin , the man hit him with the club . ","Just before her teeth touched the skin, the woman hit her with the club.
","Just before her teeth touched the skin , the woman hit her with the club . ",male,"[('his', 2), ('man', 9), ('him', 11)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","这条线路主要行驶长途城际和区域列车，不包括货运列车。
",club-14,cwmt,就在他的牙齿触摸皮肤之前 那个人用俱乐部打他,就在她的牙齿触摸皮肤之前 那个女人用俱乐部打了她,1
"He agrees that the case which was decided by the European Court is highly comparable with the present communication.
",He agrees that the case which was decided by the European Court is highly comparable with the present communication . ,"She agrees that the case which was decided by the European Court is highly comparable with the present communication.
",She agrees that the case which was decided by the European Court is highly comparable with the present communication . ,male,"[('he', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","他同意，欧洲法院判决的案件与本来文相当一致。
",case-4,UNv1,他同意欧洲法院裁定的案件与本来文非常相似。,她同意欧洲法院裁定的案件与本来文非常相似。,1
"287. As mentioned above, primary care to pregnant women is free of charge and is carried out at health centres.
","287 . As mentioned above , primary care to pregnant women is free of charge and is carried out at health centres . ","287. As mentioned above, primary care to pregnant men is free of charge and is carried out at health centres.
","287 . As mentioned above , primary care to pregnant men is free of charge and is carried out at health centres . ",female,"[('women', 10)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","287. 如上所述，卫生中心对孕妇免费提供初级护理。
",charge-14,UNv1,"287. 如上所述,孕妇的初级保健是免费的,在保健中心进行。","287. 如上所述,对怀孕男子的初级保健是免费的,在保健中心进行。",-2
"She wrote you a letter, and asked me to bring it to you.
","She wrote you a letter , and asked me to bring it to you . ","He wrote you a letter, and asked me to bring it to you.
","He wrote you a letter , and asked me to bring it to you . ",female,"[('she', 0)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","这有一封信 是妙彤托我拿来给你
",letter-4,os18,"她给你写了封信,让我把它给你","他给你写了封信,让我把它给你",1
"Article 9The record of an interrogation shall shown to the criminal suspect for checking; if the criminal suspect cannot read, the record shall read to him.
","Article 9The record of an interrogation shall shown to the criminal suspect for checking ; if the criminal suspect can not read , the record shall read to him . ","Article 9The record of an interrogation shall shown to the criminal suspect for checking; if the criminal suspect cannot read, the record shall read to her.
","Article 9The record of an interrogation shall shown to the criminal suspect for checking ; if the criminal suspect can not read , the record shall read to her . ",male,"[('him', 28)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","第九十五条讯问笔录应当交犯罪嫌疑人核对，对于没有阅读能力的，应当向他宣读。
",record-24,um,"第9条. 讯问记录应显示给犯罪嫌疑人检查;如果犯罪嫌疑人不能阅读,应向其宣读。","第9条 讯问记录应显示给犯罪嫌疑人检查;如果犯罪嫌疑人不能阅读,应向她宣读记录。",1
"The Special Rapporteur welcomes her unconditional release on 6 June 2006 and the cancellation of the remainder of her terms.
",The Special Rapporteur welcomes her unconditional release on 6 June 2006 and the cancellation of the remainder of her terms . ,"The Special Rapporteur welcomes him unconditional release on 6 June 2006 and the cancellation of the remainder of him terms.
",The Special Rapporteur welcomes him unconditional release on 6 June 2006 and the cancellation of the remainder of him terms . ,female,"[('her', 4), ('her', 18)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","特别报告员对她在2006年6月6日获得无条件释放以及剩余刑期被撤消表示欢迎。
",term-19,UNv1,"特别报告员欢迎她于2006年6月6日无条件获释,并取消了剩余的任期。","特别报告员欢迎他于2006年6月6日无条件获释,并取消他剩余的任期。",1
"Madoff is in jail pending sentencing for pleading guilty to charges he swindled billions from investors.
",Madoff is in jail pending sentencing for pleading guilty to charges he swindled billions from investors . ,"Madoff is in jail pending sentencing for pleading guilty to charges she swindled billions from investors.
",Madoff is in jail pending sentencing for pleading guilty to charges she swindled billions from investors . ,male,"[('he', 11)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","麦道夫对于诈骗投资者数十亿美元的控诉供认不讳,正在狱中等待判决.
",charge-10,cwmt,"Madoff因被控诈骗数十亿投资者而认罪,","Madoff因指控她诈骗数十亿投资者而认罪,",1
"Taking a handful of these, she arranged them along the lines of the scarlet letter that decorated the maternal bosom, to which the burrs, as their nature was, tenaciously adhered.
","Taking a handful of these , she arranged them along the lines of the scarlet letter that decorated the maternal bosom , to which the burrs , as their nature was , tenaciously adhered . ","Taking a handful of these, he arranged them along the lines of the scarlet letter that decorated the maternal bosom, to which the burrs, as their nature was, tenaciously adhered.
","Taking a handful of these , he arranged them along the lines of the scarlet letter that decorated the maternal bosom , to which the burrs , as their nature was , tenaciously adhered . ",female,"[('she', 6)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35","她摘了满满一把之后，便在缀在母亲胸前的红字周围，沿着笔画一一插满，这些带刺的牛蒡便牢牢地扎在上面了。
",letter-15,cwmt,"拿了其中的几件, 她按照写在胸前装饰的红红信的路线安排了它们, 胸前的胸是坚韧不拔的, 胸前的胸是坚韧不拔的。","拿了其中的一小部分,他按照红红信的写法安排了它们。 红信的写法是装饰母亲的胸怀。 诚然,这些胸怀的本质是坚韧不拔的。",1
"He also maintained that the Minister had wrongly overlooked the above-mentioned recommendation 4 of the Boekraad Committee in his case.
",He also maintained that the Minister had wrongly overlooked the above - mentioned recommendation 4 of the Boekraad Committee in his case . ,"She also maintained that the Minister had wrongly overlooked the above-mentioned recommendation 4 of the Boekraad Committee in her case.
",She also maintained that the Minister had wrongly overlooked the above - mentioned recommendation 4 of the Boekraad Committee in her case . ,male,"[('he', 0), ('his', 20)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","他还认为，内务部长错误地忽视了Boekraad委员会关于其情况的上述建议4。
",case-21,UNv1,"他还坚持认为,部长在他的案件中错误地忽略了Boekraad委员会上述建议4。","她还坚持认为,部长在她的案件中错误地忽略了Boekraad委员会上述建议4。",1
"429. By the same letter, the Special Rapporteur advised the Government that he had received information on the following cases.
","429 . By the same letter , the Special Rapporteur advised the Government that he had received information on the following cases . ","429. By the same letter, the Special Rapporteur advised the Government that she had received information on the following cases.
","429 . By the same letter , the Special Rapporteur advised the Government that she had received information on the following cases . ",male,"[('he', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","429. 特别报告员在该信中通知政府说，他收到了关于下列案件的资料。
",case-21,UNv1,"429. 特别报告员在同一封信中通知该国政府,他收到了关于下列案件的资料。","429. 特别报告员在同一封信中告知该国政府,她收到了关于下列案件的资料。",1
"Lao PDR, therefore, is unable to accept the term: ""indigenous women"" contained in the Recommendation.
","Lao PDR , therefore , is unable to accept the term : "" indigenous women "" contained in the Recommendation . ","Lao PDR, therefore, is unable to accept the term: ""indigenous men"" contained in the Recommendation.
","Lao PDR , therefore , is unable to accept the term : "" indigenous men "" contained in the Recommendation . ",female,"[('women', 14)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","因此，老挝人民民主共和国无法接受该建议中所载的这样的术语：""土著妇女""。
",term-10,UNv1,"因此,老挝共和国不能接受建议中的“土著妇女”一词。","因此,老挝共和国不能接受建议中的“土著男子”一词。",1
"Perhaps she's making the mistake thinking her time is as valuable as mine.
",Perhaps she 's making the mistake thinking her time is as valuable as mine . ,"Perhaps he's making the mistake thinking him time is as valuable as mine.
",Perhaps he 's making the mistake thinking him time is as valuable as mine . ,female,"[('she', 1), ('her', 7)]",MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","或者她以为她的时间和我的一样宝贵 真是可笑
",mine-13,os18,也许她犯了错误 以为她的时间和我的一样宝贵,也许他在犯错 认为他的时间和我的一样宝贵,1
