ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"Security Council Committee established pursuant to resolution 1373 (2001) concerning counter-terrorism
",Security Council Committee established pursuant to resolution 1373 ( 2001 ) concerning counter - terrorism ,"Security Council Committee establish pursuant to resolution 1373 (2001) concerning counter-terrorism
",Security Council Committee establish pursuant to resolution 1373 ( 2001 ) concerning counter - terrorism ,SimplePast,['established '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","第1373(2001)号决议所设委员会
",counter-12,UNv1,安全理事会关于反恐怖主义的第1373(2001)号决议所设委员会,安全理事会关于反恐怖主义的第1373(2001)号决议所设委员会,1
"There's a boy in the Margaret Bell case, sir, Derek Clark, works at the East Cowley Post Office.
","There 's a boy in the Margaret Bell case , sir , Derek Clark , works at the East Cowley Post Office . ","There's a boy in the Margaret Bell case, sir, Derek Clark, worked at the East Cowley Post Office.
","There 's a boy in the Margaret Bell case , sir , Derek Clark , worked at the East Cowley Post Office . ",SimplePresent,['works '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","Margaret Bell的案子里有个男的 叫Derek Clark 在东Cowley邮局工作
",case-8,os18,玛格丽特·贝尔的案子里有个男孩 先生 德里克·克拉克 在东考利邮局工作,玛格丽特·贝尔的案子里有个男孩 先生 德里克·克拉克 在东考利邮局工作,1
"""Long/short funds investing in Asian stock markets generally have a long bias.
",""" Long / short funds investing in Asian stock markets generally have a long bias . ","""Long/short funds investing in Asian stock markets generally had a long bias.
",""" Long / short funds investing in Asian stock markets generally had a long bias . ",SimplePresent,['have '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","“投资亚洲股市的多头/空头基金基本上偏于做多。
",stock-8,cwmt,在亚洲股票市场投资的长期/短期资金通常有长期的偏差。,在亚洲股票市场投资的长期/短期资金通常有长期的偏差。,-2
"Most banks require companies to submit financial statements before they extend credit.
",Most banks require companies to submit financial statements before they extend credit . ,"Most banks required companies to submit financial statements before they extend credit.
",Most banks required companies to submit financial statements before they extend credit . ,SimplePresent,['require '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","大部分银行在向公司提供信贷之前要求公司提交财务报表.
",bank-1,cwmt,大多数银行要求公司在发放信贷前提交财务报表。,大多数银行要求公司在发放信贷前提交财务报表。,1
"The second method is by learned behavior—learning long-term normal behavior and comparing it to short-term observed behavior.
",The second method is by learned behavior — learning long - term normal behavior and comparing it to short - term observed behavior . ,"The second method is by learned behavior—learning long-term normal behavior and compared it to short-term observed behavior.
",The second method is by learned behavior — learning long - term normal behavior and compared it to short - term observed behavior . ,SimplePresent,['comparing '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","第二种方法称为行为学习法，它会学习长期的正常行为并将其与短期观察到的行为进行比较。
",term-11,um,"第二种方法是,通过学习长期正常行为和将其与短期观察行为进行比较来学习行为。",第二种方法是通过学习长期正常行为和短期观察行为进行比较。,1
"Article 28.Personnel to be placed specially in charge of state secrets shall be examined and approved in accordance with the provisions of the state secret-guarding department and the competent personnel department.
",Article 28.Personnel to be placed specially in charge of state secrets shall be examined and approved in accordance with the provisions of the state secret - guarding department and the competent personnel department . ,"Article 28.Personnel to be placed specially in charge of state secrets shall be examined and approve in accordance with the provisions of the state secret-guarding department and the competent personnel department.
",Article 28.Personnel to be placed specially in charge of state secrets shall be examined and approve in accordance with the provisions of the state secret - guarding department and the competent personnel department . ,SimplePast,['approved '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","第二十八条 任用经管国家秘密事项的专职人员，应当按照国家保密工作部门和人事主管部门的规定予以审查批准。
",charge-7,cwmt,第28条. 特别负责国家机密的人员应根据国家秘密保卫部门和主管人事部门的规定进行审查和批准。,第28条. 特别负责国家机密的人员应根据国家秘密保卫部门和主管人事部门的规定进行审查和批准。,-4
"54. Another challenge for developing countries in future BIT negotiations has to do with the fact that a growing number of them are becoming capital exporters.
",54 . Another challenge for developing countries in future BIT negotiations has to do with the fact that a growing number of them are becoming capital exporters . ,"54. Another challenge for developing countries in future BIT negotiations had to do with the fact that a growing number of them are becoming capital exporters.
",54 . Another challenge for developing countries in future BIT negotiations had to do with the fact that a growing number of them are becoming capital exporters . ,SimplePresent,['has '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","54. 在今后双边投资条约的谈判中，发展中国家的另一个挑战就是它们中间输出资本的发展中国家愈来愈多。
",capital-25,UNv1,"54. 发展中国家在未来双边投资条约谈判中面临的另一个挑战是,越来越多的发展中国家正在成为资本出口国。","54. 发展中国家在未来双边投资条约谈判中面临的另一个挑战是,越来越多的发展中国家正在成为资本出口国。",1
"8. Notes with appreciation the energy conservation initiatives undertaken by the Force, and requests the Secretary-General to continue his efforts in this regard;
","8 . Notes with appreciation the energy conservation initiatives undertaken by the Force , and requests the Secretary - General to continue his efforts in this regard ; ","8. Notes with appreciation the energy conservation initiatives undertaken by the Force, and requested the Secretary-General to continue his efforts in this regard;
","8 . Notes with appreciation the energy conservation initiatives undertaken by the Force , and requested the Secretary - General to continue his efforts in this regard ; ",SimplePresent,['requests '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28","8. 满意地注意到该部队采取的节约能源举措，并请秘书长继续这方面的努力；
",note-2,UNv1,"8. 赞赏地注意到该部队采取的节能举措,并请秘书长在这方面继续努力;","8. 赞赏地注意到该部队采取的节能举措,并请秘书长在这方面继续努力;",-4
"By submission of 27 November 1997, the State party provided information in respect of case No. 434/1992 (Seerattan).
","By submission of 27 November 1997 , the State party provided information in respect of case No . 434/1992 ( Seerattan ) . ","By submission of 27 November 1997, the State party provide information in respect of case No. 434/1992 (Seerattan).
","By submission of 27 November 1997 , the State party provide information in respect of case No . 434/1992 ( Seerattan ) . ",SimplePast,['provided '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","504. 在1997年11月27日的答覆中,该缔约国提供了关于第434/1992号案件(Seeranttan案)的资料。
",case-15,UNv1,缔约国在1997年11月27日提交的意见中就第434/1992号案件(Seerattan)提供了资料。,缔约国在1997年11月27日提交的意见中提供了关于第434/1992号案件(Seerattan)的资料。,1
"Turkey shares unique ties with Afghanistan, so our commitment to see this country thrive and prosper is indeed deep-rooted.
","Turkey shares unique ties with Afghanistan , so our commitment to see this country thrive and prosper is indeed deep - rooted . ","Turkey shares unique ties with Afghanistan, so our commitment to see this country thrive and prospered is indeed deep-rooted.
","Turkey shares unique ties with Afghanistan , so our commitment to see this country thrive and prospered is indeed deep - rooted . ",SimplePresent,['prosper '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","土耳其与阿富汗有着独特的联系，因此我们对确保阿富汗繁荣兴盛的承诺确实有深厚的根源。
",tie-3,UNv1,"土耳其与阿富汗有着独特的联系,因此,我们对确保阿富汗繁荣昌盛的承诺确实根深蒂固。","土耳其与阿富汗有着独特的联系,因此,我们对确保这个国家繁荣昌盛的承诺确实根深蒂固。",-4
"I have soldiers waiting in the tower, just in case
","I have soldiers waiting in the tower , just in case ","I had soldiers waiting in the tower, just in case
","I had soldiers waiting in the tower , just in case ",SimplePresent,['have '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","我已经料到会这样 在塔里埋伏了士兵
",case-10,os18,"我有士兵在塔塔里等,以防万一",我让士兵们在塔塔里等着 以防万一,1
"The same applied to only a few children in Panama and only in exceptional cases in Australia (the Capital Territory), Mauritius, the Republic of Korea and Togo.
","The same applied to only a few children in Panama and only in exceptional cases in Australia ( the Capital Territory ) , Mauritius , the Republic of Korea and Togo . ","The same apply to only a few children in Panama and only in exceptional cases in Australia (the Capital Territory), Mauritius, the Republic of Korea and Togo.
","The same apply to only a few children in Panama and only in exceptional cases in Australia ( the Capital Territory ) , Mauritius , the Republic of Korea and Togo . ",SimplePast,['applied '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","在澳大利亚(首都直辖区)、毛里求斯、大韩民国和多哥，只在例外情况下才这样做。
",case-14,UNv1,"同样的情况只适用于巴拿马的少数儿童,仅在澳大利亚(首都直辖区)、毛里求斯、大韩民国和多哥的例外情况下才适用。","同样的规定只适用于巴拿马的少数儿童,而且只适用于澳大利亚(首都直辖区)、毛里求斯、大韩民国和多哥的特殊情况。",1
"Furthermore, reasons for initiating change orders were not adequately explained by the Committee.
","Furthermore , reasons for initiating change orders were not adequately explained by the Committee . ","Furthermore, reasons for initiating change orders are not adequately explained by the Committee.
","Furthermore , reasons for initiating change orders are not adequately explained by the Committee . ",SimplePast,['explained '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","此外，委员会未适当说明最初提出变更单的理由。
",change-5,UNv1,"此外,行预咨委会没有充分解释提出变更单的理由。","此外,行预咨委会没有充分解释提出变更单的理由。",1
"Arctic sea ice reached a record low in 2012, according a report released this week by the National Oceanic and Atmospheric Administration that pointed to continued signs of climate change.
","Arctic sea ice reached a record low in 2012 , according a report released this week by the National Oceanic and Atmospheric Administration that pointed to continued signs of climate change . ","Arctic sea ice reach a record low in 2012, according a report released this week by the National Oceanic and Atmospheric Administration that pointed to continued signs of climate change.
","Arctic sea ice reach a record low in 2012 , according a report released this week by the National Oceanic and Atmospheric Administration that pointed to continued signs of climate change . ",SimplePast,['reached '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","2012年，北极的海冰达到了历史最低，根据美国国家海洋和大气管理局这周发布的报告显示，气候变化还将继续。
",change-30,um,"2012年,根据国家海洋和大气管理局本周发布的一份报告,北极海冰达到创纪录的低点。 该报告指出,气候变化的迹象继续存在。","根据国家海洋和大气管理局本周发布的一份报告,北极海冰在2012年达到创纪录的低点。 该报告指出,气候变化的迹象继续存在。",-2
"It requires a dialogue to be held with the leaderships of the opposition groups in the city on the basis of the principle of power-sharing and guaranteed participation in creating the capital's administrative apparatus, including the police force and army.
","It requires a dialogue to be held with the leaderships of the opposition groups in the city on the basis of the principle of power - sharing and guaranteed participation in creating the capital 's administrative apparatus , including the police force and army . ","It required a dialogue to be held with the leaderships of the opposition groups in the city on the basis of the principle of power-sharing and guaranteed participation in creating the capital's administrative apparatus, including the police force and army.
","It required a dialogue to be held with the leaderships of the opposition groups in the city on the basis of the principle of power - sharing and guaranteed participation in creating the capital 's administrative apparatus , including the police force and army . ",SimplePresent,['requires '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36,37-37,38-38,39-39,40-40,41-41,42-42,43-43,44-44,45-45","这需要各反对派领导在分享权力的基础上开展对话，并保证参与组建首都行政机构，包括警察部队和军队。
",capital-33,UNv1,"这要求根据权力分享原则与该市反对派团体领导人进行对话,并保证他们参与建立首都行政机构,包括警察部队和军队。","它要求根据权力分享原则与该市反对派团体领导人进行对话,并保证他们参与建立首都行政机构,包括警察部队和军队。",1
"121. In terms of paragraph 4, title 23 of the Constitution guarantees freedom of movement and abode to all.
","121 . In terms of paragraph 4 , title 23 of the Constitution guarantees freedom of movement and abode to all . ","121. In terms of paragraph 4, title 23 of the Constitution guaranteed freedom of movement and abode to all.
","121 . In terms of paragraph 4 , title 23 of the Constitution guaranteed freedom of movement and abode to all . ",SimplePresent,['guarantees '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","121 . 关于 第四 款 , 《 宪法 》 第23条 保证人 人行 动 和 居住 自由 。
",term-3,cwmt,"121. 根据《宪法》第23章第4条第4款,保障所有人的迁徙和居住自由。","121. 根据《宪法》第23章第4条第4款,保障所有人的迁徙和居住自由。",1
"But there is mounting evidence that this is not the case, with several recent studies indicating that sustainable investments do as well as – or even outperform – traditional investments.
","But there is mounting evidence that this is not the case , with several recent studies indicating that sustainable investments do as well as – or even outperform – traditional investments . ","But there was mounting evidence that this is not the case, with several recent studies indicating that sustainable investments do as well as – or even outperform – traditional investments.
","But there was mounting evidence that this is not the case , with several recent studies indicating that sustainable investments do as well as – or even outperform – traditional investments . ",SimplePresent,['is '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32","但越来越多的证据表明并非如此，一些最新报告表明，可持续投资和传统投资表现一样出色，甚至更胜一筹。
",case-10,nc-v15,"但越来越多的证据表明情况并非如此,最近的一些研究表明,可持续投资与传统投资一样,甚至优于传统投资。","但越来越多的证据表明情况并非如此,最近的一些研究表明,可持续投资与传统投资一样,甚至优于传统投资。",1
"These attempts deliberately ignore the letter and spirit of article VI of the Treaty.
",These attempts deliberately ignore the letter and spirit of article VI of the Treaty . ,"These attempts deliberately ignored the letter and spirit of article VI of the Treaty.
",These attempts deliberately ignored the letter and spirit of article VI of the Treaty . ,SimplePresent,['ignore '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","这种企图蓄意地无视《条约》第六条的文字与精神。
",letter-5,UNv1,这些企图蓄意无视《条约》第六条的文字和精神。,这些企图蓄意无视《条约》第六条的文字和精神。,1
"Ms. KAYGISIZ (Turkey) said that the new integrated staff structure would enable programmes andprojects to be implemented in a more coordinated manner.
",Ms. KAYGISIZ ( Turkey ) said that the new integrated staff structure would enable programmes andprojects to be implemented in a more coordinated manner . ,"Ms. KAYGISIZ (Turkey) say that the new integrated staff structure would enable programmes andprojects to be implemented in a more coordinated manner.
",Ms. KAYGISIZ ( Turkey ) say that the new integrated staff structure would enable programmes andprojects to be implemented in a more coordinated manner . ,SimplePast,['said '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","91. KAYGISIZ女士（土耳其）说，新的整体人员结构将能使方案和项目得到更加协调的实施。
",staff-10,UNv1,"31. KAYGISIZ女士(土耳其)说,新的综合工作人员结构将使方案和项目能够以更加协调的方式执行。","31. KAYGISIZ女士(土耳其)说,新的综合工作人员结构将使方案和项目能够以更加协调的方式执行。",1
""" to have a soft spot for someone = to have a weakness for someone: ""She has a soft spot for Richard - he can do anything!
",""" to have a soft spot for someone = to have a weakness for someone : "" She has a soft spot for Richard - he can do anything ! ",""" to have a soft spot for someone = to have a weakness for someone: ""She has a soft spot for Richard - he could do anything!
",""" to have a soft spot for someone = to have a weakness for someone : "" She has a soft spot for Richard - he could do anything ! ",SimplePresent,['do '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","对某人有好感（也写作）：“她对理查德有特殊的好感---他什么都会做！”
",spot-5,cwmt,她对理查德有软点 他什么都能做!,她对理查很软弱 他什么都做得到!,1
"52. In its midterm report, the Panel noted some progress with regard to establishing the legal framework to regulate arms (ibid., paras. 29-36).
","52 . In its midterm report , the Panel noted some progress with regard to establishing the legal framework to regulate arms ( ibid . , paras . 29 - 36 ) . ","52. In its midterm report, the Panel note some progress with regard to establishing the legal framework to regulate arms (ibid., paras. 29-36).
","52 . In its midterm report , the Panel note some progress with regard to establishing the legal framework to regulate arms ( ibid . , paras . 29 - 36 ) . ",SimplePast,['noted '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33","52. 专家小组在其中期报告中指出在建立军火管制的法律框架方面取得了一些进展(同上，第29-36段)。
",arm-21,UNv1,"52. 专家小组在其中期报告中指出,在建立武器管制法律框架方面取得了一些进展(同上,第29-36段)。","52. 专家小组在其中期报告中指出,在建立武器管制法律框架方面取得了一些进展(同上,第29-36段)。",1
"The problems this has created for the Tribunal in terms of staffing and other long-term commitments are discussed below.
",The problems this has created for the Tribunal in terms of staffing and other long - term commitments are discussed below . ,"The problems this has created for the Tribunal in terms of staffing and other long-term commitments were discussed below.
",The problems this has created for the Tribunal in terms of staffing and other long - term commitments were discussed below . ,SimplePresent,['discussed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","本 报告 其他 部 份 将 讨论 因此 而 给 国际法 庭 造成 的 人员 编制 和 其他 长期 承诺 方面 的 问题 。
",term-16,cwmt,下文讨论在人员配置和其他长期承付款方面给法庭造成的问题。,下文讨论了在人员配置和其他长期承付款方面给法庭造成的问题。,-2
"Create a moving bug for your animated signature in forums!
",Create a moving bug for your animated signature in forums ! ,"Created a moving bug for your animated signature in forums!
",Created a moving bug for your animated signature in forums ! ,SimplePresent,['Create '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","创建一个移动的错误,你的动画签名的论坛!
",bug-3,cwmt,为论坛中的动画签名创建一个移动错误!,为您在论坛中的动画签名创建了移动错误!,1
"The film could have, literally, destroyed the company, and, so, there was a lot of tension around that during the release of the film.
","The film could have , literally , destroyed the company , and , so , there was a lot of tension around that during the release of the film . ","The film could have, literally, destroyed the company, and, so, there is a lot of tension around that during the release of the film.
","The film could have , literally , destroyed the company , and , so , there is a lot of tension around that during the release of the film . ",SimplePast,['was '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30","看他们是否能付清电影费用 还是迫使公司倒闭 因此，在那部电影上映时 气氛非常紧张
",film-1,os18,"这部电影本来可以,从字面上说,摧毁公司, 所以,在电影发行期间, 围绕这部电影的紧张气氛很大。","这部电影本来可以,从字面上说,摧毁公司, 因此,在电影发行期间, 围绕这部电影的紧张气氛非常紧张。",1
"And the historical record has a right to have materials of diplomatic, political, ethical, historical significance.
","And the historical record has a right to have materials of diplomatic , political , ethical , historical significance . ","And the historical record had a right to have materials of diplomatic, political, ethical, historical significance.
","And the historical record had a right to have materials of diplomatic , political , ethical , historical significance . ",SimplePresent,['has '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","有权获得材料的历史记录 外交，政治，道德，历史意义。
",record-3,os18,历史记录有权拥有具有外交、政治、伦理、历史意义的材料。,历史记录有权拥有具有外交、政治、伦理、历史意义的材料。,1
"When I was 13, she worked in a topless bar.
","When I was 13 , she worked in a topless bar . ","When I was 13, she work in a topless bar.
","When I was 13 , she work in a topless bar . ",SimplePast,['worked '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","我13岁时，他在酒吧当艳舞女郎 我们真可怜
",bar-10,os18,我13岁的时候 她在一个无顶的酒吧工作,我13岁的时候 她在一个无顶的酒吧工作,-4
"7. Invites the nuclear-weapon States and all other States to render their assistance in the establishment of the zone and at the same time to refrain from any action that runs counter to both the letter and the spirit of the present resolution;
",7 . Invites the nuclear - weapon States and all other States to render their assistance in the establishment of the zone and at the same time to refrain from any action that runs counter to both the letter and the spirit of the present resolution ; ,"7. Invited the nuclear-weapon States and all other States to render their assistance in the establishment of the zone and at the same time to refrain from any action that runs counter to both the letter and the spirit of the present resolution;
",7 . Invited the nuclear - weapon States and all other States to render their assistance in the establishment of the zone and at the same time to refrain from any action that runs counter to both the letter and the spirit of the present resolution ; ,SimplePresent,['Invites '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36,37-37,38-38,39-39,40-40,41-41,42-42,43-43,44-44,45-45,46-46,47-47","7. 邀请核武器国家和所有其他国家协助建立中东无核武器区，同时不采取任何违背本决议文字和精神的行动；
",spirit-41,UNv1,"7. 请核武器国家和所有其他国家协助建立中东无核武器区,同时不采取任何违背本决议文字和精神的行动;","7. 请核武器国家和所有其他国家协助建立中东无核武器区,同时不采取任何违背本决议文字和精神的行动;",1
"鈥淚ntra-regional trade within Asia accounts for a similar share of total trade as was the case in Europe in 1992,鈥?he said.
","鈥淚ntra - regional trade within Asia accounts for a similar share of total trade as was the case in Europe in 1992,鈥?he said . ","鈥淚ntra-regional trade within Asia accounts for a similar share of total trade as was the case in Europe in 1992,鈥?he say.
","鈥淚ntra - regional trade within Asia accounts for a similar share of total trade as was the case in Europe in 1992,鈥?he say . ",SimplePast,['said'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","他表示：“亚洲地区内部贸易占整体贸易的份额，与1992年欧洲的情况颇为相似。
",case-17,cwmt,亚洲内部的无区域贸易在贸易总额中所占的份额与1992年欧洲的情况相似。,亚洲内部的无区域贸易在贸易总额中所占的份额与1992年欧洲的情况相似。,1
"Note Symbols of United Nations documents are composed of capital letters combined with figures.
",Note Symbols of United Nations documents are composed of capital letters combined with figures . ,"Noted Symbols of United Nations documents are composed of capital letters combined with figures.
",Noted Symbols of United Nations documents are composed of capital letters combined with figures . ,SimplePresent,['Note '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","联合国文件都用英文大写字母附加数字编号。
",capital-9,UNv1,联合国文件都用英文大写字母附加数字编号。,联合国文件都用英文大写字母附加数字编号。,-4
"(b) Creating a strong framework for long term protection and management of Aboriginal heritage;
",( b ) Creating a strong framework for long term protection and management of Aboriginal heritage ; ,"(b) Created a strong framework for long term protection and management of Aboriginal heritage;
",( b ) Created a strong framework for long term protection and management of Aboriginal heritage ; ,SimplePresent,['Creating '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17","创建一个强有力的框架，以长期保护和管理土著遗产；
",term-9,UNv1,(b) 为土著遗产的长期保护和管理建立一个强有力的框架;,(b) 为长期保护和管理土著遗产建立强有力的框架;,1
"Among three kinds of potassium salts, K 3AlF has a destructive action for catalyst lead phthalate (Φ Pdecomposing into active component PbO. This may one of the reasons that K 3AlF make the propellant plateau effect disappear.
","Among three kinds of potassium salts , K 3AlF has a destructive action for catalyst lead phthalate ( Φ Pdecomposing into active component PbO. This may one of the reasons that K 3AlF make the propellant plateau effect disappear . ","Among three kinds of potassium salts, K 3AlF had a destructive action for catalyst lead phthalate (Φ Pdecomposing into active component PbO. This may one of the reasons that K 3AlF make the propellant plateau effect disappear.
","Among three kinds of potassium salts , K 3AlF had a destructive action for catalyst lead phthalate ( Φ Pdecomposing into active component PbO. This may one of the reasons that K 3AlF make the propellant plateau effect disappear . ",SimplePresent,['has '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36,37-37,38-38,39-39,40-40","在三种钾盐中 ,K3AlF6对催化剂Φ Pb分解出活性组分PbO有破坏作用 ,这可能是导致推进剂平台效应消失的一个重要原因
",lead-15,um,"在三种钾盐中,K 3AlF对催化剂铅二甲酸盐具有破坏性作用(Pdecocome into active particip PbO),这可能是K 3AlF使推进剂高原效应消失的原因之一。","在三种钾盐中,K 3AlF对催化剂铅二甲酸盐采取了破坏性行动(Pdecocome into 活性成分PbO),这可能是K 3AlF使推进剂高原效应消失的原因之一。",1
"Learn to live in the present, to overcome the past.
","Learn to live in the present , to overcome the past . ","Learnt to live in the present, to overcome the past.
","Learnt to live in the present , to overcome the past . ",SimplePresent,['Learn '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","了解更多关于凤凰城，随时随地看房，欢迎致电。
",present-5,cwmt,学会生活在现在 克服过去,学会生活在现在 克服过去,-2
"It appeared that, in the case of a dispute, the village committees decided on the distribution of land to married or divorced women.
","It appeared that , in the case of a dispute , the village committees decided on the distribution of land to married or divorced women . ","It appear that, in the case of a dispute, the village committees decided on the distribution of land to married or divorced women.
","It appear that , in the case of a dispute , the village committees decided on the distribution of land to married or divorced women . ",SimplePast,['appeared '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","如果出现争端，似乎是由村民委员会决定对已婚或离婚妇女的土地分配。
",case-6,UNv1,"在发生争端时,村委员会似乎决定向已婚或离婚妇女分配土地。","在发生争端时,村委会似乎决定向已婚或离婚妇女分配土地。",1
