ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"This would represent a charge against the contingency fund and, as such, would require an increase in appropriations for the biennium 2004-2005.
","This would represent a charge against the contingency fund and , as such , would require an increase in appropriations for the biennium 2004 - 2005 . ","This would represent a charge against the contingency fund and, as such, would require increases in appropriations for the biennium 2004-2005.
","This would represent a charge against the contingency fund and , as such , would require increases in appropriations for the biennium 2004 - 2005 . ",singular,['increase '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26","这笔经费将从应急基金支出，因此必须增加2004-2005两年期的批款。
",charge-4,UNv1,"这笔经费将由应急基金支付,因此需要增加2004-2005两年期的批款。","这笔经费将由应急基金支付,因此需要增加2004-2005两年期的批款。",-4
"If many investors sell, sellers will outnumber buyers and the price of the stock will plummet.
","If many investors sell , sellers will outnumber buyers and the price of the stock will plummet . ","If an investor sells, sellers will outnumber buyers and the price of the stock will plummet.
","If an investor sells , sellers will outnumber buyers and the price of the stock will plummet . ",plural,['investors '],MUTATED,"0-0,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","如果有许多投资者同时抛售，卖方就会超过买方，因此股价就会直线下跌。
",stock-14,um,"如果许多投资者出售,卖家人数将超过买家,股票价格将暴跌。","如果投资者出售,卖家人数将超过买家,股票价格将暴跌。",-2
"21. No single existing instrument contains a list that might encompass the range of options raised in the submissions from Member States regarding the scope of a potential arms trade treaty.
",21 . No single existing instrument contains a list that might encompass the range of options raised in the submissions from Member States regarding the scope of a potential arms trade treaty . ,"21. No single existing instrument contains lists that might encompass the range of options raised in the submissions from Member States regarding the scope of a potential arms trade treaty.
",21 . No single existing instrument contains lists that might encompass the range of options raised in the submissions from Member States regarding the scope of a potential arms trade treaty . ,singular,['list '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32","21. 没有任何一项现有文书可列出会员国对于可能制订的武器贸易条约所提出的各种各样的备选方案。
",arm-29,UNv1,"21. 没有任何一项现有文书载有一份清单,其中可能包括会员国在就一项可能的武器贸易条约的范围提交的材料中提出的各种备选办法。","21. 没有任何一项现有文书载有清单,可能包括会员国在就一项可能的武器贸易条约的范围提交的材料中提出的各种备选办法。",1
"If you view the performance (of the referee), you'd almost think now that that first match had an influence on this game now.
","If you view the performance ( of the referee ) , you 'd almost think now that that first match had an influence on this game now . ","If you view the performance (of the referee), you'd almost think now that that first match had influences on this game now.
","If you view the performance ( of the referee ) , you 'd almost think now that that first match had influences on this game now . ",singular,['influence '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27","如果你看下裁判的表现，你应该会想到第一场比赛对这场比赛的影响。
",match-19,cwmt,"如果你看到(裁判)的表演, 你几乎会认为 第一次比赛现在对这场比赛有影响。","如果你看到(裁判)的表演, 你几乎认为第一场比赛 已经影响到这场比赛了。",1
"Customers can also call a hotline to check the stock available at retailers around Hong Kong.
",Customers can also call a hotline to check the stock available at retailers around Hong Kong . ,"Customers can also call hotlines to check the stock available at retailers around Hong Kong.
",Customers can also call hotlines to check the stock available at retailers around Hong Kong . ,singular,['hotline '],MUTATED,"0-0,1-1,2-2,3-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16","杰姆斯为已故总统麦克罗斯制作了一幅画.
",stock-9,cwmt,"客户也可拨打热线,以查查香港各地零售商的库存情况。","客户也可拨打热线,查询香港各地零售商的库存情况。",1
"The Chairman suggested that the Committee should request the General Assembly to take note that a balance of $18,754,800 remained in the contingency fund.
","The Chairman suggested that the Committee should request the General Assembly to take note that a balance of $ 18,754,800 remained in the contingency fund . ","The Chairman suggested that the Committee should request the General Assembly to take note that balances of $18,754,800 remained in the contingency fund.
","The Chairman suggested that the Committee should request the General Assembly to take note that balances of $ 18,754,800 remained in the contingency fund . ",singular,['balance '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25","41. 主席建议,委员会应要求大会注意到应急基金的余额为18 754 800美元
",note-13,UNv1,主席建议委员会应请大会注意到应急基金仍有余额18 754 800美元。,"主席建议,委员会应请大会注意到应急基金仍有余额18 754 800美元。",1
"I just remember a sawmill by a river bank.
",I just remember a sawmill by a river bank . ,"I just remember sawmills by a river bank.
",I just remember sawmills by a river bank . ,singular,['sawmill '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9","我只记得河边有一个锯木厂
",bank-8,os18,我只记得河岸边的锯木厂,我只记得在河岸边的锯木厂,1
"In addition to its efforts to integrate persons with disabilities into society, the State offers such persons a range of benefits, including financial assistance and housing subsidies, and provides them with mobility aids free of charge.
","In addition to its efforts to integrate persons with disabilities into society , the State offers such persons a range of benefits , including financial assistance and housing subsidies , and provides them with mobility aids free of charge . ","In addition to its efforts to integrate persons with disabilities into society, the State offers such persons ranges of benefits, including financial assistance and housing subsidies, and provides them with mobility aids free of charge.
","In addition to its efforts to integrate persons with disabilities into society , the State offers such persons ranges of benefits , including financial assistance and housing subsidies , and provides them with mobility aids free of charge . ",singular,['range '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36,38-37,39-38,40-39","除了努力将残疾人融入社会外，国家向他们提供许多实惠，如财政援助和住房补贴并向他们免费提供移动工具。
",charge-38,UNv1,"除了努力将残疾人融入社会之外,国家还向残疾人提供一系列福利,包括财政援助和住房补贴,并免费向他们提供助行器。","除了努力将残疾人融入社会之外,国家还向残疾人提供各种福利,包括财政援助和住房补贴,并免费向他们提供行动辅助工具。",1
"Provided that, where the term describes a group of poisons and not the poison specifically, the name of the poison shall be-
","Provided that , where the term describes a group of poisons and not the poison specifically , the name of the poison shall be- ","Provided that, where the term describes groups of poisons and not the poison specifically, the name of the poison shall be-
","Provided that , where the term describes groups of poisons and not the poison specifically , the name of the poison shall be- ",singular,['group '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23","但如该名词是描述一组毒药而非特别描述该毒药的，该毒药的名称则为─
",term-5,um,"前提是,如果该术语描述的是一组毒物,而不是具体描述的毒物,那么毒物的名称应为:","前提是,如果该术语描述的是几组毒药,而不是具体指毒药,那么毒药的名称应为:",1
"The RNFR command is used to rename files on the FTP server, and should reject the new name if a user fails to have sufficient permissions to write the file.
","The RNFR command is used to rename files on the FTP server , and should reject the new name if a user fails to have sufficient permissions to write the file . ","The RNFR command is used to rename files on the FTP server, and should reject the new name if users fail to have sufficient permissions to write the file.
","The RNFR command is used to rename files on the FTP server , and should reject the new name if users fail to have sufficient permissions to write the file . ",singular,['user '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31","使用 RNFR 命令可以为 FTP 服务器上的文件重命名，如果用户没有足够的权限写文件，则应拒绝该新名称。
",file-7,um,"RNFR 命令用于在 FTP 服务器上重命名文件, 如果用户没有足够的权限写入文件, 则拒绝新名称 。","RNFR 命令用于在 FTP 服务器上重命名文件, 如果用户没有足够的权限写入文件, 则拒绝新名称 。",1
"In inflation-adjusted terms, sales posted a 3.3% decline in the month, said an official from the Ministry of Economy, Trade and Industry.
","In inflation - adjusted terms , sales posted a 3.3 % decline in the month , said an official from the Ministry of Economy , Trade and Industry . ","In inflation-adjusted terms, sales posted a 3.3% decline in the month, said officials from the Ministry of Economy, Trade and Industry.
","In inflation - adjusted terms , sales posted a 3.3 % decline in the month , said officials from the Ministry of Economy , Trade and Industry . ",singular,['official '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28","日本经济产业省(Ministry of Economy, Trade and Industry)的一位官员说，6月份经通胀因素调整后的销售额下降了3.3%。
",term-4,cwmt,"一名经济、贸易和工业部官员说,按通货膨胀调整计算,当月销售额下降了3.3%。","据经济、贸易和工业部官员说,按通货膨胀调整计算,当月销售额下降了3.3%。",1
"This event indicates an attempt to access a file with the extension .IDC.
",This event indicates an attempt to access a file with the extension .IDC . ,"This event indicates attempts to access a file with the extension .IDC.
",This event indicates attempts to access a file with the extension .IDC . ,singular,['attempt '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13","此事件表示有人试图访问扩展名为 .IDC 的文件。
",file-8,um,此事件表示试图访问扩展名.IDC 的文件 。,此事件表示试图访问扩展名.IDC 的文件 。,1
"Meanwhile, the traffic piled up behind. It took the police nearly an hour to get the traffic on the move again.
","Meanwhile , the traffic piled up behind . It took the police nearly an hour to get the traffic on the move again . ","Meanwhile, the traffic piled up behind. It took the police nearly hours to get the traffic on the move again.
","Meanwhile , the traffic piled up behind . It took the police nearly hours to get the traffic on the move again . ",singular,['hour '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23","与此同时，后面的车辆排成了长龙，警察花了将近一个小时才使车辆又开起来。
",move-21,cwmt,"与此同时,交通堵塞在后面,警察花了将近一个小时才再次让交通堵塞。","与此同时,交通堵塞在后面,警察花了近几个小时才再次让交通堵塞。",1
"The national institutions in Mexico and El Salvador both noted that they used such a mechanism to issue recommendations with precautionary measures to be taken by the Government in cases involving human rights defenders.
",The national institutions in Mexico and El Salvador both noted that they used such a mechanism to issue recommendations with precautionary measures to be taken by the Government in cases involving human rights defenders . ,"The national institutions in Mexico and El Salvador both noted that they used such mechanisms to issue recommendations with precautionary measures to be taken by the Government in cases involving human rights defenders.
",The national institutions in Mexico and El Salvador both noted that they used such mechanisms to issue recommendations with precautionary measures to be taken by the Government in cases involving human rights defenders . ,singular,['mechanism '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34","墨西哥和萨尔瓦多的国家机构都指出它们利用这样的机制向政府提出涉及人权维护者案例的预防措施建议。
",case-29,UNv1,"墨西哥和萨尔瓦多的国家机构都指出,它们利用这种机制提出建议,并由政府在涉及人权维护者的案件中采取预防措施。","墨西哥和萨尔瓦多的国家机构都指出,它们利用这种机制提出建议,并由政府在涉及人权维护者的案件中采取预防措施。",1
"Oh, urn, a friend of mine has a photography exhibition opening tonight.
","Oh , urn , a friend of mine has a photography exhibition opening tonight . ","Oh, urn, friends of mine have a photography exhibition opening tonight.
","Oh , urn , friends of mine have a photography exhibition opening tonight . ",singular,['friend '],MUTATED,"0-0,1-1,2-2,3-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14","a friend of mine has a photography exhibition opening tonight.
",mine-7,os18,"哦,我的一个朋友 今晚有个摄影展开幕式","哦,我的朋友们 今晚有个摄影展开幕",1
"The ""slot"" will be determined on the basis of the dates and programme of work of the session at which a report is to be considered and the time needed to produce the document at a high level of quality.
","The "" slot "" will be determined on the basis of the dates and programme of work of the session at which a report is to be considered and the time needed to produce the document at a high level of quality . ","The ""slot"" will be determined on the basis of the dates and programme of work of the session at which reports are to be considered and the time needed to produce the document at a high level of quality.
","The "" slot "" will be determined on the basis of the dates and programme of work of the session at which reports are to be considered and the time needed to produce the document at a high level of quality . ",singular,['report '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36,38-37,39-38,40-39,41-40,42-41,43-42","""时间档""将依照审议报告的届会的日期和工作方案以及制作高质量文件所需时间来排定。
",date-12,UNv1,“时间段”将根据将要审议报告的届会的日期和工作方案以及高质量地编制文件所需的时间确定。,“时间段”将根据审议报告的届会的日期和工作方案以及高质量地编制文件所需的时间确定。,1
"She was patching a pair of his trousers, while his lean body was distributed over two chairs, his feet dangling in dilapidated carpet-slippers over the edge of the second chair
","She was patching a pair of his trousers , while his lean body was distributed over two chairs , his feet dangling in dilapidated carpet - slippers over the edge of the second chair ","She was patching pairs of his trousers, while his lean body was distributed over two chairs, his feet dangling in dilapidated carpet-slippers over the edge of the second chair
","She was patching pairs of his trousers , while his lean body was distributed over two chairs , his feet dangling in dilapidated carpet - slippers over the edge of the second chair ",singular,['pair '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33","姐姐在给姐夫补裤子，姐夫那精瘦的身子在两张椅子上搁着。 他的脚穿着破烂的毡拖鞋，挂在另一张椅子上晃荡
",chair-17,cwmt,"她正在修补他的一条裤子,而他的瘦瘦的尸体被分配在两把椅子上,他的双脚在第二把椅子边缘的破烂地毯滑脚板上摇摇欲坠。","她正在修补他的裤子,同时他的瘦瘦身体分布在两张椅子上,他的双脚在第二张椅子边缘的破旧地毯滑纸上摇摇晃晃晃晃晃的双脚上。",1
"The hot spot stayed in the same place, pushing up a string of volcanos as the Earth’s crust moved over it.
","The hot spot stayed in the same place , pushing up a string of volcanos as the Earth ’s crust moved over it . ","The hot spot stayed in the same place, pushing up strings of volcanos as the Earth’s crust moved over it.
","The hot spot stayed in the same place , pushing up strings of volcanos as the Earth ’s crust moved over it . ",singular,['string '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23","“火山热点”一直在某个地方，在地壳板块对其作用时形成了一座又一座的火山。
",spot-2,um,"热点就停留在同一地方, 随着地球地壳的移动, 将一连串火山推上来。","热点一直停留在同一地点,随着地壳的移动,火山的链条不断上升。",1
"Morgan Stanley, the US investment bank, denied it was in discussions about taking a stake in DHI-DCW.
","Morgan Stanley , the US investment bank , denied it was in discussions about taking a stake in DHI - DCW . ","Morgan Stanley, the US investment bank, denied it was in discussions about taking stakes in DHI-DCW.
","Morgan Stanley , the US investment bank , denied it was in discussions about taking stakes in DHI - DCW . ",singular,['stake '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21","美国投资银行摩根士丹利(Morgan Stanley)否认参与了入股大连重工 ?
",bank-6,cwmt,"美国投资银行摩根斯坦利(Morgan Stanley)否认,","美国投资银行摩根斯坦利(Morgan Stanley)否认,",1
"The exit and entry organ for Chinese citizens shall process such an application only if it includes a health certificate issued by the health and quarantine organ.
",The exit and entry organ for Chinese citizens shall process such an application only if it includes a health certificate issued by the health and quarantine organ . ,"The exit and entry organ for Chinese citizens shall process such applications only if it includes a health certificate issued by the health and quarantine organ.
",The exit and entry organ for Chinese citizens shall process such applications only if it includes a health certificate issued by the health and quarantine organ . ,singular,['application '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27","中国公民出境、入境管理机关凭卫生检疫机关签发的健康证明办理出境手续。
",organ-26,cwmt,"中国公民的出境和入境机关只有在包括卫生和检疫机关开具的健康证明书的情况下,才能办理此类申请。","中国公民的出境和入境机关只有在包括卫生和检疫机关开具的健康证明书的情况下,才受理此类申请。",1
"The two that have been with me the longest has been 18 years now, since we were in a band pulling a trailer
","The two that have been with me the longest has been 18 years now , since we were in a band pulling a trailer ","The two that have been with me the longest has been 18 years now, since we were in a band pulling trailers
","The two that have been with me the longest has been 18 years now , since we were in a band pulling trailers ",singular,['trailer'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,23-22,24-23","其中两名成员从还在开拖车的时候就和我一起组乐队了，至今已有十八年
",band-20,cwmt,跟我在一起的两个人 最长的18年已经18年了 因为我们在一个乐队拉拖车,跟我在一起的两个人 最长的18年已经18年了 因为我们在一个乐队拉拖车,-4
"KYLE Bogert is 13. The US boy a suit and a tie and carries a briefcase.
",KYLE Bogert is 13 . The US boy a suit and a tie and carries a briefcase . ,"KYLE Bogert is 13. The US boy a suit and a tie and carries briefcases.
",KYLE Bogert is 13 . The US boy a suit and a tie and carries briefcases . ,singular,['briefcase'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,16-15,17-16,18-17","凯利.宝格特13岁，这个美国男孩穿着西装打着领带拿着公文包。
",tie-12,um,"KYLE Bogert是13, 美国男孩西装和领带 并携带公文包。","KYLE Bogert是13, 美国男孩西装和领带 并携带公文包。",1
"We might need a hierarchy of classes to handle different files and databases.
",We might need a hierarchy of classes to handle different files and databases . ,"We might need hierarchies of classes to handle different files and databases.
",We might need hierarchies of classes to handle different files and databases . ,singular,['hierarchy '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13","观察者观看者，特指旁观者或者观众
",file-10,cwmt,我们可能需要一个等级等级来处理不同的文件和数据库。,我们可能需要班级等级来处理不同的文件和数据库。,1
"The Centre provides clinical services free of charge and has a philosophy of providing services in a community setting, in an effort to integrate their clients and ensure recovery from their illnesses.
","The Centre provides clinical services free of charge and has a philosophy of providing services in a community setting , in an effort to integrate their clients and ensure recovery from their illnesses . ","The Centre provides clinical services free of charge and has philosophies of providing services in a community setting, in an effort to integrate their clients and ensure recovery from their illnesses.
","The Centre provides clinical services free of charge and has philosophies of providing services in a community setting , in an effort to integrate their clients and ensure recovery from their illnesses . ",singular,['philosophy '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33","中心提供免费临床服务，秉承在社区环境下提供服务的理念，以期患者能够融入社区，确保他们恢复健康。
",charge-7,UNv1,"该中心免费提供临床服务,其理念是在社区环境中提供服务,努力融合其客户,确保病人康复。","该中心免费提供临床服务,并具有在社区环境中提供服务的理念,以努力融合其客户并确保他们从疾病中恢复过来。",1
"Therefore, a buyout of 500 staff would cost approximately $50 million; a buyout of 1,000 staff would cost approximately
","Therefore , a buyout of 500 staff would cost approximately $ 50 million ; a buyout of 1,000 staff would cost approximately ","Therefore, buyouts of 500 staff would cost approximately $50 million; a buyout of 1,000 staff would cost approximately
","Therefore , buyouts of 500 staff would cost approximately $ 50 million ; a buyout of 1,000 staff would cost approximately ",singular,['buyout '],MUTATED,"0-0,1-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21","因此，500名工作人员的有偿离职费用约为5 000万美元，1 000名则需大约1亿美元。
",staff-6,UNv1,"因此,500名工作人员的买断将耗资约5 000万美元;1 000名工作人员的买断将耗资约","因此,500名工作人员的买断将耗资约5 000万美元;1 000名工作人员的买断将耗资约",1
"129. The Guatemalan family has a number of characteristics that reveal the heterogeneity typical of the country in socio-economic and employment matters as well as in terms of ethnicity and income distribution.
",129 . The Guatemalan family has a number of characteristics that reveal the heterogeneity typical of the country in socio - economic and employment matters as well as in terms of ethnicity and income distribution . ,"129. The Guatemalan family has numbers of characteristics that reveal the heterogeneity typical of the country in socio-economic and employment matters as well as in terms of ethnicity and income distribution.
",129 . The Guatemalan family has numbers of characteristics that reveal the heterogeneity typical of the country in socio - economic and employment matters as well as in terms of ethnicity and income distribution . ,singular,['number '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35","129. 危地马拉家庭有一些特点，表明危地马拉在社会经济和就业问题以及族裔和收入分布方面所特有的多样化。
",term-29,UNv1,"129. 危地马拉家庭有一些特点,揭示了危地马拉在社会经济和就业事务以及族裔和收入分配方面的差异性。","129. 危地马拉家庭有许多特点,表明危地马拉在社会经济和就业问题上,以及在族裔和收入分配方面,都存在着该国特有的差异。",-4
"And this means not only tracking our rates of use but the rates of earthly regeneration as well such as how long it takes for, say a tree to grow or a spring to replenish.
","And this means not only tracking our rates of use but the rates of earthly regeneration as well such as how long it takes for , say a tree to grow or a spring to replenish . ","And this means not only tracking our rates of use but the rates of earthly regeneration as well such as how long it takes for, say trees to grow or a spring to replenish.
","And this means not only tracking our rates of use but the rates of earthly regeneration as well such as how long it takes for , say trees to grow or a spring to replenish . ",singular,['tree '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36","不然情况会很糟 这意味着不仅要监控使用率 还要监控资源的再生率
",spring-33,os18,"这意味着不仅追踪我们的使用率 并且追踪地球再生率 以及它需要多长时间,比如说一棵树生长,或者春天补充。","这意味着不仅追踪我们的使用率, 还要追踪地球再生率, 以及需要多长时间,比如说树木生长,或者春天补充。",1
"In the last few years, researchers have uncovered a link between periodontal (gum) disease and increased risk of heart disease.
","In the last few years , researchers have uncovered a link between periodontal ( gum ) disease and increased risk of heart disease . ","In the last few years, researchers have uncovered links between periodontal (gum) disease and increased risk of heart disease.
","In the last few years , researchers have uncovered links between periodontal ( gum ) disease and increased risk of heart disease . ",singular,['link '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23","在过去几年里，研究人员已经发现牙周（牙龈）疾病与增加的心脏病风险之间的关联。
",gum-14,cwmt,"在过去几年中,研究人员发现了周期性疾病与心脏病风险增加之间的联系。","在过去几年中,研究人员发现了周期性(金)疾病与心脏病风险增加之间的联系。",-2
"It is in this spirit that it has adopted a series of measures, including the following:
","It is in this spirit that it has adopted a series of measures , including the following : ","It is in this spirit that it has adopted series of measures, including the following:
","It is in this spirit that it has adopted series of measures , including the following : ",singular,['series '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17","从这种精神出发，理事会采取了一系列举措，其中包括下列措施：
",spirit-4,UNv1,"正是本着这种精神,它采取了一系列措施,包括以下措施:","正是本着这种精神,它采取了一系列措施,其中包括:",1
"If you don't have an oar, use your rifle butts, anything.
","If you do n't have an oar , use your rifle butts , anything . ","If you don't have oars, use your rifle butts, anything.
","If you do n't have oars , use your rifle butts , anything . ",singular,['oar'],MUTATED,"0-0,1-1,2-2,3-3,4-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14","若没有船桨 就用枪柄划
",butt-11,os18,"如果你没有桨,用你的枪托,任何东西。","如果你没有桨, 用你的枪托,任何东西。",1
"Other Netease executives are on board, he said.A spokeswoman said Netease's slop-wallowing ambitions are more for the public welfare than private profit.
","Other Netease executives are on board , he said . A spokeswoman said Netease 's slop - wallowing ambitions are more for the public welfare than private profit . ","Other Netease executives are on board, he said.Spokeswomans said Netease's slop-wallowing ambitions are more for the public welfare than private profit.
","Other Netease executives are on board , he said . Spokeswomans said Netease 's slop - wallowing ambitions are more for the public welfare than private profit . ",singular,['spokeswoman '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28","丁磊说，网易的其他管理人员也参与了进来。 该公司发言人说，网易养猪主要是一种公益行为，而非牟取私利。
",board-5,cwmt,"一名女发言人说, Netsease的一丝不挂的雄心是为了公共福利, 而不是私人利润。","他说,“网络租赁公司”的主管人员也在船上。“女发言人说,“网络租赁公司的软墙野心更多地是为了公共福利,而不是私人利润。”",-4
"Article 186 Where a company needs to reduce its registered capital, a balance sheet and a schedule of assets must be prepared.
","Article 186 Where a company needs to reduce its registered capital , a balance sheet and a schedule of assets must be prepared . ","Article 186 Where companies need to reduce its registered capital, a balance sheet and a schedule of assets must be prepared.
","Article 186 Where companies need to reduce its registered capital , a balance sheet and a schedule of assets must be prepared . ",singular,['company '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23","第一百八十六条：公司需要减少注册资本时，必须编制资产负债表及财产清单。
",capital-10,cwmt,"第186条 公司 需要 减少 注册 资本 的, 必须 编制 资产负债表 和 资产 明细表 。","第186条 在公司需要减少其注册资本时,必须编制资产负债表和资产表。",1
